State,Location,Latitude,Longitude
Gujarat,Vinchhiya Latitude and Longitude,22.21027,71.37967
Gujarat,Vinchia Latitude and Longitude,22.21027,71.37967
Gujarat,Viramgam Latitude and Longitude,23.12,72.03
Gujarat,Virpur Latitude and Longitude,23.1892,73.47987
Gujarat,Visavadar Latitude and Longitude,21.33954,70.74966
Gujarat,Visnagar Latitude and Longitude,23.69855,72.5521
Gujarat,Vyara Latitude and Longitude,21.11079,73.39365
Gujarat,Wadhai Latitude and Longitude,20.76666667,73.48333333
Gujarat,Wadhwan Latitude and Longitude,22.7,71.68333333
Gujarat,Waghai Latitude and Longitude,20.77048,73.50074
Gujarat,Wankaner Latitude and Longitude,22.61198,70.94379
Haryana,Ambala Latitude and Longitude,30.32854,76.9422
Haryana,Asandh Latitude and Longitude,29.52119,76.60552
Haryana,Ateli Mandi Latitude and Longitude,28.1008,76.2598
Haryana,Bahadurgarh Latitude and Longitude,28.69287,76.93555
Haryana,Bara Uchana Latitude and Longitude,29.46747,76.17798
Haryana,Barwala Latitude and Longitude,29.36747,75.90809
Haryana,Bawal Latitude and Longitude,28.07184,76.58312
Haryana,Beri Khas Latitude and Longitude,28.70146,76.57708
Haryana,Bhiwani Latitude and Longitude,28.75,76.16667
Haryana,Bilaspur Latitude and Longitude,30.3045,77.30424
Haryana,Buriya Latitude and Longitude,30.15911,77.35814
Haryana,Charkhi Dadri Latitude and Longitude,28.59166,76.27161
Haryana,Chhachhrauli Latitude and Longitude,30.24492,77.36027
Haryana,Dabwali Latitude and Longitude,29.94906,74.73832
Haryana,Dharuhera Latitude and Longitude,28.20553,76.79691
Haryana,Ellenabad Latitude and Longitude,29.45282,74.66122
Haryana,Faridabad Latitude and Longitude,28.41124,77.31316
Haryana,Faridabad District Latitude and Longitude,28.46292,77.3716
Haryana,Farrukhnagar Latitude and Longitude,28.44745,76.82391
Haryana,Fatehabad Latitude and Longitude,29.51525,75.45554
Haryana,Fatehabad District Latitude and Longitude,29.31,75.27
Haryana,Firozpur Jhirka Latitude and Longitude,27.78853,76.94496
Haryana,Gharaunda Latitude and Longitude,29.53692,76.97142
Haryana,Gohana Latitude and Longitude,29.13777,76.70247
Haryana,Gorakhpur Latitude and Longitude,29.44768,75.67206
Haryana,Gurgaon Latitude and Longitude,28.43891,77.00592
Haryana,Hansi Latitude and Longitude,29.10239,75.96253
Haryana,Hasanpur Latitude and Longitude,27.96944,77.49544
Haryana,Hisar Latitude and Longitude,29.15394,75.72294
Haryana,Hodal Latitude and Longitude,27.89196,77.36744
Haryana,Inda Chhoi Latitude and Longitude,29.64042,75.79041
Haryana,Indri Latitude and Longitude,29.87999,77.05972
Haryana,Jagadhri Latitude and Longitude,30.16719,77.30367
Haryana,Jakhal Latitude and Longitude,29.79627,75.82392
Haryana,Jhajjar Latitude and Longitude,28.6063,76.6565
Haryana,Jind Latitude and Longitude,29.31577,76.31502
Haryana,Kaithal Latitude and Longitude,29.80153,76.39959
Haryana,Kalanaur Latitude and Longitude,28.82823,76.3955
Haryana,Kalanwali Latitude and Longitude,29.83573,74.9717
Haryana,Kanina Khas Latitude and Longitude,28.33093,76.31099
Haryana,Karnal Latitude and Longitude,29.66667,76.83333
Haryana,Kharkhauda Latitude and Longitude,28.8787,76.91069
Haryana,Kheri Sampla Latitude and Longitude,28.7781,76.7756
Haryana,Kurukshetra Latitude and Longitude,30.0,76.75
Haryana,Ladwa Latitude and Longitude,29.9935,77.04563
Haryana,Loharu Latitude and Longitude,28.42993,75.80779
Haryana,Maham Latitude and Longitude,28.96912,76.29495
Haryana,Mahendragarh Latitude and Longitude,28.25,76.16667
Haryana,Mandholi Kalan Latitude and Longitude,28.7085,75.68296
Haryana,Mustafabad Latitude and Longitude,30.2022,77.14873
Haryana,Narayangarh Latitude and Longitude,30.47798,77.12804
Haryana,Narnaul Latitude and Longitude,28.04444,76.10833
Haryana,Narnaund Latitude and Longitude,29.22047,76.14278
Haryana,Narwana Latitude and Longitude,29.59903,76.11927
Haryana,Nilokheri Latitude and Longitude,29.83671,76.93191
Haryana,Nuh Latitude and Longitude,28.10296,77.00144
Haryana,Palwal Latitude and Longitude,28.14469,77.32546
Haryana,Panchkula Latitude and Longitude,30.72883,76.94716
Haryana,Panipat Latitude and Longitude,29.33259,76.92634
Haryana,Pataudi Latitude and Longitude,28.32547,76.77858
Haryana,Pehowa Latitude and Longitude,29.97897,76.58249
Haryana,Pinjaur Latitude and Longitude,30.79873,76.91822
Haryana,Punahana Latitude and Longitude,27.86371,77.20432
Haryana,Pundri Latitude and Longitude,29.76096,76.56034
Haryana,Radaur Latitude and Longitude,30.02706,77.15177
Haryana,Rania Latitude and Longitude,29.52454,74.83689
Haryana,Ratia Latitude and Longitude,29.69029,75.57688
Haryana,Rewari Latitude and Longitude,28.199,76.6183
Haryana,Rewari District Latitude and Longitude,28.19613,76.61607
Haryana,Rohtak Latitude and Longitude,28.83333,76.66667
Haryana,Safidon Latitude and Longitude,29.40596,76.67042
Haryana,Samalkha Latitude and Longitude,29.23552,77.01273
Haryana,Shadipur Julana Latitude and Longitude,29.12368,76.40516
Haryana,Shahabad Latitude and Longitude,30.16776,76.87046
Haryana,Sirsa Latitude and Longitude,29.53489,75.02898
Haryana,Sohna Latitude and Longitude,28.24737,77.06544
Haryana,Sonipat Latitude and Longitude,29.0,76.91667
Haryana,Taoru Latitude and Longitude,28.21173,76.94984
Haryana,Thanesar Latitude and Longitude,29.97323,76.83214
Haryana,Tohana Latitude and Longitude,29.71332,75.90441
Haryana,Tosham Latitude and Longitude,28.86993,75.9165
Haryana,Uklana Latitude and Longitude,29.51124,75.87823
Haryana,Yamunanagar Latitude and Longitude,30.23644,77.30498
Himachal Pradesh,Arki Latitude and Longitude,31.15196,76.96675
Himachal Pradesh,Baddi Latitude and Longitude,30.95783,76.79136
Himachal Pradesh,Banjar Latitude and Longitude,31.639,77.34055
Himachal Pradesh,Bilaspur Latitude and Longitude,31.33027,76.75663
Himachal Pradesh,Chamba Latitude and Longitude,32.57147,76.10229
Himachal Pradesh,Chaupal Latitude and Longitude,30.94647,77.5884
Himachal Pradesh,Chowari Latitude and Longitude,32.4319,76.012
Himachal Pradesh,Chuari Khas Latitude and Longitude,32.43058,76.01428
Himachal Pradesh,Dagshai Latitude and Longitude,30.88431,77.05228
Himachal Pradesh,Dalhousie Latitude and Longitude,32.55219,75.94663
Himachal Pradesh,Daulatpur Latitude and Longitude,31.78871,75.99154
Himachal Pradesh,Dera Gopipur Latitude and Longitude,31.87919,76.21871
Himachal Pradesh,Dharamsala Latitude and Longitude,32.22006,76.32013
Himachal Pradesh,Gagret Latitude and Longitude,31.65846,76.06144
Himachal Pradesh,Ghumarwin Latitude and Longitude,31.44166,76.71509
Himachal Pradesh,Hamirpur Latitude and Longitude,31.75,76.5
Himachal Pradesh,Jawala Mukhi Latitude and Longitude,31.87456,76.32013
Himachal Pradesh,Jogindarnagar Latitude and Longitude,31.98727,76.78906
Himachal Pradesh,Jubbal Latitude and Longitude,31.10923,77.65085
Himachal Pradesh,Jutogh Latitude and Longitude,31.1,77.11667
Himachal Pradesh,Kalka Latitude and Longitude,30.83982,76.94065
Himachal Pradesh,Kangar Latitude and Longitude,32.09135,76.26267
Himachal Pradesh,Kangra Latitude and Longitude,32.16667,76.25
Himachal Pradesh,Kasauli Latitude and Longitude,30.89856,76.96587
Himachal Pradesh,Kinnaur Latitude and Longitude,31.58333,78.41667
Himachal Pradesh,Kotkhai Latitude and Longitude,31.11728,77.53936
Himachal Pradesh,Kotla Latitude and Longitude,32.25,76.03333
Himachal Pradesh,Kulu Latitude and Longitude,32.0,77.25
Himachal Pradesh,Kyelang Latitude and Longitude,32.5717,77.02448
Himachal Pradesh,Lahul and Spiti Latitude and Longitude,32.5,77.83333
Himachal Pradesh,Manali Latitude and Longitude,32.2574,77.17481
Himachal Pradesh,Mandi Latitude and Longitude,31.71194,76.93273
Himachal Pradesh,Nadaun Latitude and Longitude,31.78303,76.3431
Himachal Pradesh,Nagar Latitude and Longitude,32.13808,77.17393
Himachal Pradesh,Nagrota Latitude and Longitude,32.0571,76.09139
Himachal Pradesh,Nahan Latitude and Longitude,30.56029,77.29426
Himachal Pradesh,Nalagarh Latitude and Longitude,31.04168,76.72285
Himachal Pradesh,Palampur Latitude and Longitude,32.11453,76.55681
Himachal Pradesh,Pandoh Latitude and Longitude,31.66902,77.05359
Himachal Pradesh,Paonta Sahib Latitude and Longitude,30.43666,77.62462
Himachal Pradesh,Parwanoo Latitude and Longitude,30.83716,76.96143
Himachal Pradesh,Rajgarh Latitude and Longitude,30.85142,77.30066
Himachal Pradesh,Rampur Latitude and Longitude,31.44943,77.63087
Himachal Pradesh,Rohru Latitude and Longitude,31.20269,77.75484
Himachal Pradesh,Sabathu Latitude and Longitude,30.97494,76.99137
Himachal Pradesh,Santokhgarh Latitude and Longitude,31.35205,76.31775
Himachal Pradesh,Sarahan Latitude and Longitude,31.50988,77.79395
Himachal Pradesh,Sarka Ghat Latitude and Longitude,31.69887,76.73529
Himachal Pradesh,Seoni Latitude and Longitude,31.24188,77.12362
Himachal Pradesh,Shimla Latitude and Longitude,31.16667,77.58333
Himachal Pradesh,Sirmaur Latitude and Longitude,30.75,77.5
Himachal Pradesh,Solan Latitude and Longitude,31.08333,76.83333
Himachal Pradesh,Sundarnagar Latitude and Longitude,31.53523,76.905
Himachal Pradesh,Theog Latitude and Longitude,31.12155,77.35838
Himachal Pradesh,Tira Sujanpur Latitude and Longitude,31.83364,76.50539
Himachal Pradesh,Una Latitude and Longitude,31.46493,76.26914
Himachal Pradesh,Yol Latitude and Longitude,32.16423,76.19622
Jammu and Kashmir,Akhnur Latitude and Longitude,32.86667,74.73333
Jammu and Kashmir,Anantnag Latitude and Longitude,33.73068,75.15418
Jammu and Kashmir,Awantipur Latitude and Longitude,33.91978,75.01515
Jammu and Kashmir,Badgam Latitude and Longitude,33.89001,74.66297
Jammu and Kashmir,Bandipore Latitude and Longitude,34.50404,74.82832
Jammu and Kashmir,Bandipura Latitude and Longitude,34.41728,74.64308
Jammu and Kashmir,Banihal Latitude and Longitude,33.43647,75.19684
Jammu and Kashmir,Baramula Latitude and Longitude,34.19287,74.3692
Jammu and Kashmir,Batoti Latitude and Longitude,33.11826,75.30889
Jammu and Kashmir,Bhadarwah Latitude and Longitude,32.97941,75.71723
Jammu and Kashmir,Bijbehara Latitude and Longitude,33.79378,75.107
Jammu and Kashmir,Bishnah Latitude and Longitude,32.6106,74.85557
Jammu and Kashmir,Doda Latitude and Longitude,33.14916,75.54746
Jammu and Kashmir,Gandarbal Latitude and Longitude,34.22619,74.77478
Jammu and Kashmir,Ganderbal Latitude and Longitude,34.29467,75.19996
Jammu and Kashmir,Gho Brahmanan de Latitude and Longitude,32.5559,74.9539
Jammu and Kashmir,Hajan Latitude and Longitude,34.29895,74.61681
Jammu and Kashmir,Hiranagar Latitude and Longitude,32.45493,75.27187
Jammu and Kashmir,Jammu Latitude and Longitude,32.75,74.83333
Jammu and Kashmir,Jaurian Latitude and Longitude,32.83255,74.57612
Jammu and Kashmir,Kathua Latitude and Longitude,32.58333,75.5
Jammu and Kashmir,Katra Latitude and Longitude,32.99167,74.93195
Jammu and Kashmir,Khaur Latitude and Longitude,32.6027,74.80918
Jammu and Kashmir,Kishtwar Latitude and Longitude,33.52958,76.01462
Jammu and Kashmir,Kud Latitude and Longitude,33.07246,75.28727
Jammu and Kashmir,Kulgam Latitude and Longitude,33.64456,75.01923
Jammu and Kashmir,Kupwara Latitude and Longitude,34.53193,74.26605
Jammu and Kashmir,Ladakh Latitude and Longitude,34.33333,77.41667
Jammu and Kashmir,Magam Latitude and Longitude,34.09256,74.59016
Jammu and Kashmir,Nawanshahr Latitude and Longitude,32.76505,74.52772
Jammu and Kashmir,Noria Latitude and Longitude,32.52095,74.79845
Jammu and Kashmir,Padam Latitude and Longitude,33.46659,76.88488
Jammu and Kashmir,Pahlgam Latitude and Longitude,34.01592,75.31899
Jammu and Kashmir,Parol Latitude and Longitude,32.34598,75.43441
Jammu and Kashmir,Pattan Latitude and Longitude,34.16125,74.55634
Jammu and Kashmir,Pulwama Latitude and Longitude,33.87405,74.89955
Jammu and Kashmir,Punch Latitude and Longitude,33.70178,74.19916
Jammu and Kashmir,Qazigund Latitude and Longitude,33.63828,75.14261
Jammu and Kashmir,Rajaori Latitude and Longitude,33.37526,74.3092
Jammu and Kashmir,Rajauri Latitude and Longitude,33.25,74.25
Jammu and Kashmir,Ramban Latitude and Longitude,33.32301,75.1861
Jammu and Kashmir,Ramgarh Latitude and Longitude,33.40379,74.22388
Jammu and Kashmir,Ramnagar Latitude and Longitude,32.80728,75.31119
Jammu and Kashmir,Riasi Latitude and Longitude,33.08115,74.83242
Jammu and Kashmir,Samba Latitude and Longitude,32.57523,75.10929
Jammu and Kashmir,Shupiyan Latitude and Longitude,33.73067,74.81869
Jammu and Kashmir,Sopur Latitude and Longitude,34.28671,74.47228
Jammu and Kashmir,Soyibug Latitude and Longitude,34.07677,74.7057
Jammu and Kashmir,Srinagar Latitude and Longitude,34.08565,74.80555
Jammu and Kashmir,Sumbal Latitude and Longitude,34.23072,74.6472
Jammu and Kashmir,Thang Latitude and Longitude,34.9274,76.79336
Jammu and Kashmir,Thanna Mandi Latitude and Longitude,33.54204,74.381
Jammu and Kashmir,Tral Latitude and Longitude,33.92708,75.11585
Jammu and Kashmir,Tsrar Sharif Latitude and Longitude,33.86319,74.76524
Jammu and Kashmir,Udhampur Latitude and Longitude,33.0,75.16667
Jammu and Kashmir,Uri Latitude and Longitude,34.08064,74.05088
Jharkhand,Bagra Latitude and Longitude,23.73333,86.31667
Jharkhand,Barka Kana Latitude and Longitude,23.62118,85.46748
Jharkhand,Barki Saria Latitude and Longitude,24.17594,85.88938
Jharkhand,Barwadih Latitude and Longitude,23.8478,84.11049
Jharkhand,Bhojudih Latitude and Longitude,23.63962,86.44105
Jharkhand,Bokaro Latitude and Longitude,23.68562,85.99026
Jharkhand,Bundu Latitude and Longitude,23.16095,85.59007
Jharkhand,Chaibasa Latitude and Longitude,22.55038,85.80249
Jharkhand,Chakradharpur Latitude and Longitude,22.67611,85.62892
Jharkhand,Chakulia Latitude and Longitude,22.48301,86.71793
Jharkhand,Chandil Latitude and Longitude,22.95745,86.05331
Jharkhand,Chas Latitude and Longitude,23.63556,86.16712
Jharkhand,Chatra Latitude and Longitude,24.20645,84.87085
Jharkhand,Chiria Latitude and Longitude,22.31093,85.27601
Jharkhand,Daltonganj Latitude and Longitude,24.03971,84.0658
Jharkhand,Deogarh Latitude and Longitude,24.44382,86.72607
Jharkhand,Dhanbad Latitude and Longitude,23.80199,86.44324
Jharkhand,Dhanwar Latitude and Longitude,24.41074,85.98183
Jharkhand,Dugda Latitude and Longitude,23.74516,86.17175
Jharkhand,Dumka Latitude and Longitude,24.3,87.25
Jharkhand,Garhwa Latitude and Longitude,24.07494,83.71023
Jharkhand,Ghatsila Latitude and Longitude,22.58531,86.47682
Jharkhand,Giridih Latitude and Longitude,24.25,85.91667
Jharkhand,Gobindpur Latitude and Longitude,22.63393,86.07162
Jharkhand,Godda Latitude and Longitude,24.83333,87.21667
Jharkhand,Gomoh Latitude and Longitude,23.87355,86.1516
Jharkhand,Gopinathpur Latitude and Longitude,22.66301,86.075
Jharkhand,Gua Latitude and Longitude,22.21361,85.38774
Jharkhand,Gumia Latitude and Longitude,23.7975,85.82523
Jharkhand,Gumla Latitude and Longitude,23.08055,84.53834
Jharkhand,Hazaribag Latitude and Longitude,24.0,85.25
Jharkhand,Hazaribagh Latitude and Longitude,23.99241,85.36162
Jharkhand,Hesla Latitude and Longitude,24.06313,85.87905
Jharkhand,Husainabad Latitude and Longitude,24.52849,84.0
Jharkhand,Jagannathpur Latitude and Longitude,22.22115,85.63917
Jharkhand,Jamadoba Latitude and Longitude,23.71667,86.4
Jharkhand,Jamshedpur Latitude and Longitude,22.80278,86.18545
Jharkhand,Jamtara Latitude and Longitude,24.0,86.85
Jharkhand,Jasidih Latitude and Longitude,24.51379,86.64576
Jharkhand,Jharia Latitude and Longitude,23.74079,86.41456
Jharkhand,Jugsalai Latitude and Longitude,22.77668,86.18351
Jharkhand,Jumri Tilaiya Latitude and Longitude,24.4349,85.52951
Jharkhand,Kalikapur Latitude and Longitude,22.61662,86.2881
Jharkhand,Kandra Latitude and Longitude,22.8517,86.05192
Jharkhand,Kanke Latitude and Longitude,23.43478,85.32059
Jharkhand,Katras Latitude and Longitude,23.79752,86.29834
Jharkhand,Kenduadih Latitude and Longitude,23.77574,86.37609
Jharkhand,Kharsawan Latitude and Longitude,22.79093,85.83102
Jharkhand,Khunti Latitude and Longitude,23.07602,85.27818
Jharkhand,Kodarma Latitude and Longitude,24.46753,85.59397
Jharkhand,Kuju Latitude and Longitude,23.72536,85.51023
Jharkhand,Latehar Latitude and Longitude,23.75,84.4
Jharkhand,Lohardaga Latitude and Longitude,23.5,84.6
Jharkhand,Madhupur Latitude and Longitude,24.27419,86.63929
Jharkhand,Malkera Latitude and Longitude,23.78213,86.28767
Jharkhand,Manoharpur Latitude and Longitude,22.37456,85.19234
Jharkhand,Mugma Latitude and Longitude,23.77015,86.72746
Jharkhand,Mushabani Latitude and Longitude,22.51135,86.45713
Jharkhand,Neturhat Latitude and Longitude,23.47457,84.2678
Jharkhand,Nirsa Latitude and Longitude,23.78438,86.70692
Jharkhand,Noamundi Latitude and Longitude,22.16094,85.50416
Jharkhand,Pakur Latitude and Longitude,24.63925,87.84239
Jharkhand,Palamu Latitude and Longitude,23.91667,84.08333
Jharkhand,Pashchim Singhbhum Latitude and Longitude,22.5,85.5
Jharkhand,patamda Latitude and Longitude,24.3,85.41667
Jharkhand,Pathardih Latitude and Longitude,23.6658,86.43166
Jharkhand,Purba Singhbhum Latitude and Longitude,22.59238,86.48341
Jharkhand,Ramgarh Latitude and Longitude,23.63073,85.56057
Jharkhand,Ranchi Latitude and Longitude,23.34316,85.3094
Jharkhand,Ray Latitude and Longitude,23.6843,85.05457
Jharkhand,Sahibganj Latitude and Longitude,24.99354,87.67333
Jharkhand,Saraikela Latitude and Longitude,22.69963,85.93126
Jharkhand,Sarubera Latitude and Longitude,23.81813,85.99628
Jharkhand,Sijua Latitude and Longitude,23.77617,86.33028
Jharkhand,Simdega Latitude and Longitude,22.61523,84.50208
Jharkhand,Sini Latitude and Longitude,22.79325,85.94543
Jharkhand,Topchanchi Latitude and Longitude,23.90381,86.19792
Karnataka,Afzalpur Latitude and Longitude,17.19986,76.36018
Karnataka,Ajjampur Latitude and Longitude,13.72794,76.0068
Karnataka,Aland Latitude and Longitude,17.56425,76.56854
Karnataka,Alnavar Latitude and Longitude,15.42727,74.74111
Karnataka,Alur Latitude and Longitude,12.97805,75.99094
Karnataka,Anekal Latitude and Longitude,12.7111,77.69557
Karnataka,Ankola Latitude and Longitude,14.66049,74.3047
Karnataka,Annigeri Latitude and Longitude,15.42513,75.4335
Karnataka,Arkalgud Latitude and Longitude,12.76171,76.06035
Karnataka,Arsikere Latitude and Longitude,13.31446,76.25704
Karnataka,Athni Latitude and Longitude,16.72613,75.06421
Karnataka,Aurad Latitude and Longitude,18.25397,77.41761
Karnataka,Badami Latitude and Longitude,15.91495,75.67683
Karnataka,Bagalkot Latitude and Longitude,16.18,75.69
Karnataka,Bagepalli Latitude and Longitude,13.78338,77.79667
Karnataka,Bail-Hongal Latitude and Longitude,15.8137,74.85895
Karnataka,Ballari Latitude and Longitude,15.15,76.55
Karnataka,Ballary Latitude and Longitude,15.14205,76.92398
Karnataka,Banavar Latitude and Longitude,13.41029,76.16314
Karnataka,Bangalore Rural Latitude and Longitude,13.22567,77.57501
Karnataka,Bangalore Urban Latitude and Longitude,13.0,77.58333
Karnataka,Bangarapet Latitude and Longitude,12.99116,78.17804
Karnataka,Bannur Latitude and Longitude,12.33295,76.86201
Karnataka,Bantval Latitude and Longitude,12.8905,75.03489
Karnataka,Basavakalyan Latitude and Longitude,17.87445,76.94972
Karnataka,Basavana Bagevadi Latitude and Longitude,16.57278,75.97252
Karnataka,Belagavi Latitude and Longitude,16.33333,74.75
Karnataka,Belluru Latitude and Longitude,12.9814,76.73308
Karnataka,Beltangadi Latitude and Longitude,13.98333,75.3
Karnataka,Belur Latitude and Longitude,13.16558,75.86519
Karnataka,Bengaluru Latitude and Longitude,12.97194,77.59369
Karnataka,Bhadravati Latitude and Longitude,13.84846,75.70502
Karnataka,Bhalki Latitude and Longitude,18.04348,77.206
Karnataka,Bhatkal Latitude and Longitude,13.98534,74.55531
Karnataka,Bidar Latitude and Longitude,18.08333,77.33333
Karnataka,Bilgi Latitude and Longitude,16.34714,75.61804
Karnataka,Birur Latitude and Longitude,13.59723,75.97167
Karnataka,Byadgi Latitude and Longitude,14.67325,75.4868
Karnataka,Byndoor Latitude and Longitude,13.86667,74.63333
Karnataka,Canacona Latitude and Longitude,14.9959,74.05056
Karnataka,Challakere Latitude and Longitude,14.318,76.65165
Karnataka,Chamrajnagar Latitude and Longitude,11.96,77.09
Karnataka,Channagiri Latitude and Longitude,14.02399,75.92577
Karnataka,Channapatna Latitude and Longitude,12.65143,77.20672
Karnataka,Channarayapatna Latitude and Longitude,12.90642,76.38775
Karnataka,Chik Ballapur Latitude and Longitude,13.43512,77.72787
Karnataka,Chikkaballapur Latitude and Longitude,13.55,77.87
Karnataka,Chikkamagaluru Latitude and Longitude,13.49,75.73
Karnataka,Chiknayakanhalli Latitude and Longitude,13.41609,76.62063
Karnataka,Chikodi Latitude and Longitude,16.42898,74.58591
Karnataka,Chincholi Latitude and Longitude,17.46508,77.41874
Karnataka,Chintamani Latitude and Longitude,13.40051,78.05172
Karnataka,Chitapur Latitude and Longitude,17.12357,77.0824
Karnataka,Chitradurga Latitude and Longitude,14.2,76.5
Karnataka,Closepet Latitude and Longitude,12.72181,77.28149
Karnataka,Coondapoor Latitude and Longitude,13.63126,74.6902
Karnataka,Dakshina Kannada Latitude and Longitude,12.84,75.29
Karnataka,Dandeli Latitude and Longitude,15.26667,74.61667
Karnataka,Davanagere Latitude and Longitude,14.43,75.9
Karnataka,Devanhalli Latitude and Longitude,13.24655,77.71183
Karnataka,Dharwad Latitude and Longitude,15.37,75.14
Karnataka,Dod Ballapur Latitude and Longitude,13.29452,77.53777
Karnataka,French Rocks Latitude and Longitude,12.50094,76.67416
Karnataka,Gadag Latitude and Longitude,15.49835,75.65187
Karnataka,Gadag-Betageri Latitude and Longitude,15.4167,75.6167
Karnataka,Gajendragarh Latitude and Longitude,15.73628,75.96976
Karnataka,Gangawati Latitude and Longitude,15.4313,76.52933
Karnataka,Gangolli Latitude and Longitude,13.65024,74.67072
Karnataka,Gokak Latitude and Longitude,16.16901,74.82393
Karnataka,Gokarna Latitude and Longitude,14.55,74.31667
Karnataka,Goribidnur Latitude and Longitude,13.61072,77.51738
Karnataka,Gorur Latitude and Longitude,12.82297,76.06463
Karnataka,Gubbi Latitude and Longitude,13.31216,76.94102
Karnataka,Gudibanda Latitude and Longitude,13.67099,77.70414
Karnataka,Guledagudda Latitude and Longitude,16.05025,75.78997
Karnataka,Gundlupēt Latitude and Longitude,11.81004,76.69027
Karnataka,Gurmatkal Latitude and Longitude,16.86773,77.39088
Karnataka,Hadagalli Latitude and Longitude,15.02048,75.93185
Karnataka,Haliyal Latitude and Longitude,15.32864,74.75638
Karnataka,Hampi Latitude and Longitude,15.3352,76.4603
Karnataka,Hangal Latitude and Longitude,14.76465,75.1246
Karnataka,Harihar Latitude and Longitude,14.51288,75.80716
Karnataka,Harpanahalli Latitude and Longitude,14.78766,75.98863
Karnataka,Hassan Latitude and Longitude,12.95,76.08333
Karnataka,Haveri Latitude and Longitude,14.73732,75.41062
Karnataka,Heggadadevankote Latitude and Longitude,12.08809,76.32957
Karnataka,Hirekerur Latitude and Longitude,14.45506,75.3952
Karnataka,Hiriyur Latitude and Longitude,13.94455,76.61723
Karnataka,Holalkere Latitude and Longitude,14.04295,76.18496
Karnataka,Hole Narsipur Latitude and Longitude,12.78635,76.24331
Karnataka,Homnabad Latitude and Longitude,17.77074,77.12519
Karnataka,Honavar Latitude and Longitude,14.28088,74.44497
Karnataka,Honnali Latitude and Longitude,14.23976,75.64507
Karnataka,Hosanagara Latitude and Longitude,13.91387,75.06503
Karnataka,Hosangadi Latitude and Longitude,13.69756,74.95427
Karnataka,Hosdurga Latitude and Longitude,13.79631,76.28408
Karnataka,Hoskote Latitude and Longitude,13.0707,77.79814
Karnataka,Hospet Latitude and Longitude,15.26954,76.3871
Karnataka,Hubballi Latitude and Longitude,15.34776,75.13378
Karnataka,Hukeri Latitude and Longitude,16.23082,74.60244
Karnataka,Hungund Latitude and Longitude,16.06213,76.0586
Karnataka,Hunsur Latitude and Longitude,12.30359,76.29275
Karnataka,Ilkal Latitude and Longitude,15.95923,76.11351
Karnataka,Indi Latitude and Longitude,17.17735,75.9526
Karnataka,Jagalur Latitude and Longitude,14.51957,76.33915
Karnataka,Jamkhandi Latitude and Longitude,16.50461,75.29146
Karnataka,Jevargi Latitude and Longitude,17.01394,76.77317
Karnataka,Kadur Latitude and Longitude,13.55285,76.01164
Karnataka,Kalaburgi Latitude and Longitude,17.16667,77.08333
Karnataka,Kalghatgi Latitude and Longitude,15.18315,74.97099
Karnataka,Kampli Latitude and Longitude,15.40626,76.60013
Karnataka,Kankanhalli Latitude and Longitude,12.54654,77.42005
Karnataka,Karkala Latitude and Longitude,13.21428,74.99234
Karnataka,Karwar Latitude and Longitude,14.81361,74.12972
Karnataka,Kavalur Latitude and Longitude,15.28829,75.9433
Karnataka,Kerur Latitude and Longitude,16.01384,75.54631
Karnataka,Khanapur Latitude and Longitude,15.63969,74.50847
Karnataka,Kodagu Latitude and Longitude,12.41667,75.75
Karnataka,Kodigenahalli Latitude and Longitude,13.72136,77.38629
Karnataka,Kodlipet Latitude and Longitude,12.80087,75.88662
Karnataka,Kolar Latitude and Longitude,13.13,78.23
Karnataka,Kollegal Latitude and Longitude,12.15449,77.11051
Karnataka,Konanur Latitude and Longitude,12.63016,76.05037
Karnataka,Konnur Latitude and Longitude,16.20138,74.74886
Karnataka,Koppa Latitude and Longitude,13.53044,75.36329
Karnataka,Koppal Latitude and Longitude,15.5,76.2
Karnataka,Koratagere Latitude and Longitude,13.522,77.2373
Karnataka,Kotturu Latitude and Longitude,14.82442,76.22005
Karnataka,Krishnarajpet Latitude and Longitude,12.66621,76.4877
Karnataka,Kudachi Latitude and Longitude,16.62784,74.85408
Karnataka,Kudligi Latitude and Longitude,14.905,76.38527
Karnataka,Kumsi Latitude and Longitude,14.05455,75.39992
Karnataka,Kumta Latitude and Longitude,14.42853,74.4189
Karnataka,Kundgol Latitude and Longitude,15.25612,75.24735
Karnataka,Kunigal Latitude and Longitude,13.02319,77.02518
Karnataka,Kurgunta Latitude and Longitude,17.19321,77.35772
Karnataka,Kushalnagar Latitude and Longitude,12.45795,75.95904
Karnataka,Kushtagi Latitude and Longitude,15.75623,76.19112
Karnataka,Lakshmeshwar Latitude and Longitude,15.12689,75.46935
Karnataka,Lingsugur Latitude and Longitude,16.15876,76.52174
Karnataka,Londa Latitude and Longitude,15.46907,74.51906
Karnataka,Maddagiri Latitude and Longitude,13.66035,77.21239
Karnataka,Maddur Latitude and Longitude,12.58283,77.04294
Karnataka,Madikeri Latitude and Longitude,12.42602,75.7382
Karnataka,Magadi Latitude and Longitude,12.95706,77.22374
Karnataka,Mahalingpur Latitude and Longitude,16.3888,75.10873
Karnataka,Malavalli Latitude and Longitude,12.38556,77.06045
Karnataka,Malpe Latitude and Longitude,13.34962,74.70394
Karnataka,Malur Latitude and Longitude,13.00322,77.93798
Karnataka,Mandya Latitude and Longitude,12.5223,76.89746
